State,State Code,Year,Year Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Drug/Alcohol Induced Causes,Drug/Alcohol Induced Causes Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
Virginia,51,2007,2007,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,103,0,0.0,0,0,0
Virginia,51,2007,2007,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,34,227502,14.9,10.3,20.9,2.6
Virginia,51,2007,2007,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,15,0,Unreliable,0,0,0
Virginia,51,2008,2008,Female,F,15-24 years,15-24,Drug-Induced Causes,D,32,0,0.0,0,0,0
Virginia,51,2008,2008,Female,F,25-34 years,25-34,Drug-Induced Causes,D,57,524573,10.9,8.2,14.1,1.4
Virginia,51,2008,2008,Female,F,35-44 years,35-44,Drug-Induced Causes,D,85,577024,14.7,11.8,18.2,1.6
Virginia,51,2008,2008,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,11,0,Unreliable,0,0,0
Virginia,51,2008,2008,Female,F,45-54 years,45-54,Drug-Induced Causes,D,75,606224,12.4,9.7,15.5,1.4
Virginia,51,2008,2008,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,36,606224,5.9,4.2,8.2,1
Virginia,51,2008,2008,Female,F,55-64 years,55-64,Drug-Induced Causes,D,32,0,0.0,0,0,0
Virginia,51,2008,2008,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,24,0,0.0,0,0,0
Virginia,51,2008,2008,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,14,274963,Unreliable,2.8,8.5,1.4
Virginia,51,2008,2008,Male,M,15-24 years,15-24,Drug-Induced Causes,D,56,574590,9.7,7.4,12.7,1.3
Virginia,51,2008,2008,Male,M,25-34 years,25-34,Drug-Induced Causes,D,106,526613,20.1,16.3,24,2
Virginia,51,2008,2008,Male,M,35-44 years,35-44,Drug-Induced Causes,D,112,0,0.0,0,0,0
Virginia,51,2008,2008,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,54,0,0.0,0,0,0
Virginia,51,2008,2008,Male,M,45-54 years,45-54,Drug-Induced Causes,D,117,579782,20.2,16.5,23.8,1.9
Virginia,51,2008,2008,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,120,579782,20.7,17,24.4,1.9
Virginia,51,2008,2008,Male,M,55-64 years,55-64,Drug-Induced Causes,D,32,431700,7.4,5.1,10.5,1.3
Virginia,51,2008,2008,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,122,431700,28.3,23.2,33.3,2.6
Virginia,51,2008,2008,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,42,239365,17.5,12.6,23.7,2.7
Virginia,51,2008,2008,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,14,123431,Unreliable,6.2,19,3
Virginia,51,2009,2009,Female,F,15-24 years,15-24,Drug-Induced Causes,D,21,546094,3.8,2.4,5.9,0.8
Virginia,51,2009,2009,Female,F,25-34 years,25-34,Drug-Induced Causes,D,40,0,0.0,0,0,0
Virginia,51,2009,2009,Female,F,35-44 years,35-44,Drug-Induced Causes,D,88,0,0.0,0,0,0
Virginia,51,2009,2009,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,16,567107,Unreliable,1.6,4.6,0.7
Virginia,51,2009,2009,Female,F,45-54 years,45-54,Drug-Induced Causes,D,76,615470,12.3,9.7,15.5,1.4
Virginia,51,2009,2009,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,40,615470,6.5,4.6,8.8,1
Virginia,51,2009,2009,Female,F,55-64 years,55-64,Drug-Induced Causes,D,33,481695,6.9,4.7,9.6,1.2
Virginia,51,2009,2009,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,27,481695,5.6,3.7,8.2,1.1
Virginia,51,2009,2009,Female,F,65-74 years,65-74,Drug-Induced Causes,D,12,0,Unreliable,0,0,0
Virginia,51,2009,2009,Male,M,15-24 years,15-24,Drug-Induced Causes,D,47,575514,8.2,6,10.9,1.2
Virginia,51,2009,2009,Male,M,25-34 years,25-34,Drug-Induced Causes,D,107,536665,19.9,16.2,23.7,1.9
Virginia,51,2009,2009,Male,M,35-44 years,35-44,Drug-Induced Causes,D,107,552177,19.4,15.7,23,1.9
Virginia,51,2009,2009,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,39,0,0.0,0,0,0
Virginia,51,2009,2009,Male,M,45-54 years,45-54,Drug-Induced Causes,D,108,588655,18.3,14.9,21.8,1.8
Virginia,51,2009,2009,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,106,588655,18.0,14.6,21.4,1.7
Virginia,51,2009,2009,Male,M,55-64 years,55-64,Drug-Induced Causes,D,41,446545,9.2,6.6,12.5,1.4
Virginia,51,2009,2009,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,100,446545,22.4,18,26.8,2.2
Virginia,51,2009,2009,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,41,249336,16.4,11.8,22.3,2.6
Virginia,51,2009,2009,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,16,124605,Unreliable,7.3,20.9,3.2
Virginia,51,2010,2010,Female,F,15-24 years,15-24,Drug-Induced Causes,D,16,0,Unreliable,0,0,0
Virginia,51,2010,2010,Female,F,25-34 years,25-34,Drug-Induced Causes,D,42,544795,7.7,5.6,10.4,1.2
Virginia,51,2010,2010,Female,F,35-44 years,35-44,Drug-Induced Causes,D,70,560390,12.5,9.7,15.8,1.5
Virginia,51,2010,2010,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,14,560390,Unreliable,1.4,4.2,0.7
Virginia,51,2010,2010,Female,F,45-54 years,45-54,Drug-Induced Causes,D,66,0,0.0,0,0,0
Virginia,51,2010,2010,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,33,620228,5.3,3.7,7.5,0.9
Virginia,51,2010,2010,Female,F,55-64 years,55-64,Drug-Induced Causes,D,28,496060,5.6,3.8,8.2,1.1
Virginia,51,2010,2010,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,28,0,0.0,0,0,0
Virginia,51,2010,2010,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,14,293349,Unreliable,2.6,8,1.3
Virginia,51,2010,2010,Male,M,15-24 years,15-24,Drug-Induced Causes,D,38,575543,6.6,4.7,9.1,1.1
Virginia,51,2010,2010,Male,M,25-34 years,25-34,Drug-Induced Causes,D,89,0,0.0,0,0,0
Virginia,51,2010,2010,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,14,0,Unreliable,0,0,0
Virginia,51,2010,2010,Male,M,35-44 years,35-44,Drug-Induced Causes,D,66,0,0.0,0,0,0
Virginia,51,2010,2010,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,44,548538,8.0,5.8,10.8,1.2
Virginia,51,2010,2010,Male,M,45-54 years,45-54,Drug-Induced Causes,D,99,0,0.0,0,0,0
Virginia,51,2010,2010,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,99,0,0.0,0,0,0
Virginia,51,2010,2010,Male,M,55-64 years,55-64,Drug-Induced Causes,D,35,0,0.0,0,0,0
Virginia,51,2010,2010,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,94,0,0.0,0,0,0
Virginia,51,2010,2010,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,45,256455,17.5,12.8,23.5,2.6
Virginia,51,2010,2010,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,11,126421,Unreliable,4.3,15.6,2.6
Virginia,51,2011,2011,Female,F,15-24 years,15-24,Drug-Induced Causes,D,25,548971,4.6,2.9,6.7,0.9
Virginia,51,2011,2011,Female,F,25-34 years,25-34,Drug-Induced Causes,D,54,0,0.0,0,0,0
Virginia,51,2011,2011,Female,F,35-44 years,35-44,Drug-Induced Causes,D,83,552557,15.0,12,18.6,1.6
Virginia,51,2011,2011,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,21,0,0.0,0,0,0
Virginia,51,2011,2011,Female,F,45-54 years,45-54,Drug-Induced Causes,D,99,617373,16.0,13,19.5,1.6
Virginia,51,2011,2011,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,52,617373,8.4,6.3,11,1.2
Virginia,51,2011,2011,Female,F,55-64 years,55-64,Drug-Induced Causes,D,37,0,0.0,0,0,0
Virginia,51,2011,2011,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,31,517778,6.0,4.1,8.5,1.1
Virginia,51,2011,2011,Female,F,65-74 years,65-74,Drug-Induced Causes,D,20,0,0.0,0,0,0
Virginia,51,2011,2011,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,18,0,Unreliable,0,0,0
Virginia,51,2011,2011,Male,M,15-24 years,15-24,Drug-Induced Causes,D,61,0,0.0,0,0,0
Virginia,51,2011,2011,Male,M,25-34 years,25-34,Drug-Induced Causes,D,117,562099,20.8,17,24.6,1.9
Virginia,51,2011,2011,Male,M,35-44 years,35-44,Drug-Induced Causes,D,124,0,0.0,0,0,0
Virginia,51,2011,2011,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,33,0,0.0,0,0,0
Virginia,51,2011,2011,Male,M,45-54 years,45-54,Drug-Induced Causes,D,113,0,0.0,0,0,0
Virginia,51,2011,2011,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,132,0,0.0,0,0,0
Virginia,51,2011,2011,Male,M,55-64 years,55-64,Drug-Induced Causes,D,60,477520,12.6,9.6,16.2,1.6
Virginia,51,2011,2011,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,124,0,0.0,0,0,0
Virginia,51,2011,2011,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,42,268105,15.7,11.3,21.2,2.4
Virginia,51,2011,2011,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,20,129786,15.4,9.4,23.8,3.4
Virginia,51,2012,2012,Female,F,15-24 years,15-24,Drug-Induced Causes,D,23,552700,4.2,2.6,6.2,0.9
Virginia,51,2012,2012,Female,F,25-34 years,25-34,Drug-Induced Causes,D,65,0,0.0,0,0,0
Virginia,51,2012,2012,Female,F,35-44 years,35-44,Drug-Induced Causes,D,84,550841,15.2,12.2,18.9,1.7
Virginia,51,2012,2012,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,15,0,Unreliable,0,0,0
Virginia,51,2012,2012,Female,F,45-54 years,45-54,Drug-Induced Causes,D,97,0,0.0,0,0,0
Virginia,51,2012,2012,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,46,613961,7.5,5.5,10,1.1
Virginia,51,2012,2012,Female,F,55-64 years,55-64,Drug-Induced Causes,D,27,523767,5.2,3.4,7.5,1
Virginia,51,2012,2012,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,27,523767,5.2,3.4,7.5,1
Virginia,51,2012,2012,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,12,327611,Unreliable,1.9,6.4,1.1
Virginia,51,2012,2012,Male,M,15-24 years,15-24,Drug-Induced Causes,D,49,581942,8.4,6.2,11.1,1.2
Virginia,51,2012,2012,Male,M,25-34 years,25-34,Drug-Induced Causes,D,117,0,0.0,0,0,0
Virginia,51,2012,2012,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,20,0,0.0,0,0,0
Virginia,51,2012,2012,Male,M,35-44 years,35-44,Drug-Induced Causes,D,103,541219,19.0,15.4,22.7,1.9
Virginia,51,2012,2012,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,44,541219,8.1,5.9,10.9,1.2
Virginia,51,2012,2012,Male,M,45-54 years,45-54,Drug-Induced Causes,D,109,587692,18.5,15.1,22,1.8
Virginia,51,2012,2012,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,127,587692,21.6,17.9,25.4,1.9
Virginia,51,2012,2012,Male,M,55-64 years,55-64,Drug-Induced Causes,D,49,482681,10.2,7.5,13.4,1.5
Virginia,51,2012,2012,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,151,0,0.0,0,0,0
Virginia,51,2012,2012,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,66,288251,22.9,17.7,29.1,2.8
Virginia,51,2012,2012,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,12,132954,Unreliable,4.7,15.8,2.6
Virginia,51,2013,2013,Female,F,15-24 years,15-24,Drug-Induced Causes,D,29,554453,5.2,3.5,7.5,1
Virginia,51,2013,2013,Female,F,25-34 years,25-34,Drug-Induced Causes,D,68,0,0.0,0,0,0
Virginia,51,2013,2013,Female,F,35-44 years,35-44,Drug-Induced Causes,D,82,548349,15.0,11.9,18.6,1.7
Virginia,51,2013,2013,Female,F,45-54 years,45-54,Drug-Induced Causes,D,92,0,0.0,0,0,0
Virginia,51,2013,2013,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,43,607271,7.1,5.1,9.5,1.1
Virginia,51,2013,2013,Female,F,55-64 years,55-64,Drug-Induced Causes,D,40,532097,7.5,5.4,10.2,1.2
Virginia,51,2013,2013,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,29,532097,5.5,3.7,7.8,1
Virginia,51,2013,2013,Female,F,65-74 years,65-74,Drug-Induced Causes,D,14,0,Unreliable,0,0,0
Virginia,51,2013,2013,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,21,0,0.0,0,0,0
Virginia,51,2013,2013,Male,M,15-24 years,15-24,Drug-Induced Causes,D,48,0,0.0,0,0,0
Virginia,51,2013,2013,Male,M,25-34 years,25-34,Drug-Induced Causes,D,154,587078,26.2,22.1,30.4,2.1
Virginia,51,2013,2013,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,14,587078,Unreliable,1.3,4,0.6
Virginia,51,2013,2013,Male,M,35-44 years,35-44,Drug-Induced Causes,D,121,540937,22.4,18.4,26.4,2
Virginia,51,2013,2013,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,23,540937,4.3,2.7,6.4,0.9
Virginia,51,2013,2013,Male,M,45-54 years,45-54,Drug-Induced Causes,D,130,581010,22.4,18.5,26.2,2
Virginia,51,2013,2013,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,124,581010,21.3,17.6,25.1,1.9
Virginia,51,2013,2013,Male,M,55-64 years,55-64,Drug-Induced Causes,D,78,0,0.0,0,0,0
Virginia,51,2013,2013,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,146,0,0.0,0,0,0
Virginia,51,2013,2013,Male,M,65-74 years,65-74,Drug-Induced Causes,D,13,303390,Unreliable,2.3,7.3,1.2
Virginia,51,2013,2013,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,62,0,0.0,0,0,0
Virginia,51,2013,2013,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,16,137087,Unreliable,6.7,19,2.9
Virginia,51,2014,2014,Female,F,15-24 years,15-24,Drug-Induced Causes,D,26,556019,4.7,3.1,6.9,0.9
Virginia,51,2014,2014,Female,F,25-34 years,25-34,Drug-Induced Causes,D,77,579557,13.3,10.5,16.6,1.5
Virginia,51,2014,2014,Female,F,25-34 years,25-34,Alcohol-Induced Causes,A,10,579557,Unreliable,0.8,3.2,0.5
Virginia,51,2014,2014,Female,F,35-44 years,35-44,Drug-Induced Causes,D,101,0,0.0,0,0,0
Virginia,51,2014,2014,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,14,548527,Unreliable,1.4,4.3,0.7
Virginia,51,2014,2014,Female,F,45-54 years,45-54,Drug-Induced Causes,D,93,0,0.0,0,0,0
Virginia,51,2014,2014,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,39,601127,6.5,4.6,8.9,1
Virginia,51,2014,2014,Female,F,55-64 years,55-64,Drug-Induced Causes,D,56,541278,10.3,7.8,13.4,1.4
Virginia,51,2014,2014,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,44,541278,8.1,5.9,10.9,1.2
Virginia,51,2014,2014,Female,F,65-74 years,65-74,Drug-Induced Causes,D,17,0,Unreliable,0,0,0
Virginia,51,2014,2014,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,22,0,0.0,0,0,0
Virginia,51,2014,2014,Male,M,15-24 years,15-24,Drug-Induced Causes,D,60,0,0.0,0,0,0
Virginia,51,2014,2014,Male,M,25-34 years,25-34,Drug-Induced Causes,D,154,0,0.0,0,0,0
Virginia,51,2014,2014,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,12,595705,Unreliable,1,3.5,0.6
Virginia,51,2014,2014,Male,M,35-44 years,35-44,Drug-Induced Causes,D,154,0,0.0,0,0,0
Virginia,51,2014,2014,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,39,0,0.0,0,0,0
Virginia,51,2014,2014,Male,M,45-54 years,45-54,Drug-Induced Causes,D,146,575329,25.4,21.3,29.5,2.1
Virginia,51,2014,2014,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,118,575329,20.5,16.8,24.2,1.9
Virginia,51,2014,2014,Male,M,55-64 years,55-64,Drug-Induced Causes,D,91,0,0.0,0,0,0
Virginia,51,2014,2014,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,142,499146,28.4,23.8,33.1,2.4
Virginia,51,2014,2014,Male,M,65-74 years,65-74,Drug-Induced Causes,D,12,0,Unreliable,0,0,0
Virginia,51,2014,2014,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,81,317044,25.5,20.3,31.8,2.8
Virginia,51,2014,2014,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,13,141247,Unreliable,4.9,15.7,2.6
Virginia,51,2015,2015,Female,F,15-24 years,15-24,Drug-Induced Causes,D,28,553842,5.1,3.4,7.3,1
Virginia,51,2015,2015,Female,F,25-34 years,25-34,Drug-Induced Causes,D,89,0,0.0,0,0,0
Virginia,51,2015,2015,Female,F,35-44 years,35-44,Drug-Induced Causes,D,93,0,0.0,0,0,0
Virginia,51,2015,2015,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,21,548401,3.8,2.4,5.9,0.8
Virginia,51,2015,2015,Female,F,45-54 years,45-54,Drug-Induced Causes,D,100,596147,16.8,13.5,20.1,1.7
Virginia,51,2015,2015,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,52,596147,8.7,6.5,11.4,1.2
Virginia,51,2015,2015,Female,F,55-64 years,55-64,Drug-Induced Causes,D,59,0,0.0,0,0,0
Virginia,51,2015,2015,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,59,551721,10.7,8.1,13.8,1.4
Virginia,51,2015,2015,Female,F,65-74 years,65-74,Drug-Induced Causes,D,12,0,Unreliable,0,0,0
Virginia,51,2015,2015,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,23,377423,6.1,3.9,9.1,1.3
Virginia,51,2015,2015,Male,M,15-24 years,15-24,Drug-Induced Causes,D,78,584537,13.3,10.5,16.7,1.5
Virginia,51,2015,2015,Male,M,25-34 years,25-34,Drug-Induced Causes,D,193,0,0.0,0,0,0
Virginia,51,2015,2015,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,25,0,0.0,0,0,0
Virginia,51,2015,2015,Male,M,35-44 years,35-44,Drug-Induced Causes,D,166,541071,30.7,26,35.3,2.4
Virginia,51,2015,2015,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,47,541071,8.7,6.4,11.6,1.3
Virginia,51,2015,2015,Male,M,45-54 years,45-54,Drug-Induced Causes,D,131,570969,22.9,19,26.9,2
Virginia,51,2015,2015,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,125,570969,21.9,18.1,25.7,2
Virginia,51,2015,2015,Male,M,55-64 years,55-64,Drug-Induced Causes,D,94,509216,18.5,14.9,22.6,1.9
Virginia,51,2015,2015,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,180,509216,35.3,30.2,40.5,2.6
Virginia,51,2015,2015,Male,M,65-74 years,65-74,Drug-Induced Causes,D,16,0,Unreliable,0,0,0
Virginia,51,2015,2015,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,68,330280,20.6,16,26.1,2.5
Virginia,51,2015,2015,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,26,145882,17.8,11.6,26.1,3.5
Washington,53,2002,2002,Female,F,25-34 years,25-34,Drug-Induced Causes,D,34,0,0.0,0,0,0
Washington,53,2002,2002,Female,F,35-44 years,35-44,Drug-Induced Causes,D,100,474156,21.1,17,25.2,2.1
Washington,53,2002,2002,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,31,0,0.0,0,0,0
Washington,53,2002,2002,Female,F,45-54 years,45-54,Drug-Induced Causes,D,85,451605,18.8,15,23.3,2
Washington,53,2002,2002,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,53,451605,11.7,8.8,15.4,1.6
Washington,53,2002,2002,Female,F,55-64 years,55-64,Drug-Induced Causes,D,21,284587,7.4,4.6,11.3,1.6
Washington,53,2002,2002,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,36,0,0.0,0,0,0
Washington,53,2002,2002,Female,F,65-74 years,65-74,Drug-Induced Causes,D,11,0,Unreliable,0,0,0
Washington,53,2002,2002,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,21,180740,11.6,7.2,17.8,2.5
Washington,53,2002,2002,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,20,145604,13.7,8.4,21.2,3.1
Washington,53,2002,2002,Male,M,15-24 years,15-24,Drug-Induced Causes,D,25,0,0.0,0,0,0
Washington,53,2002,2002,Male,M,25-34 years,25-34,Drug-Induced Causes,D,71,0,0.0,0,0,0
Washington,53,2002,2002,Male,M,35-44 years,35-44,Drug-Induced Causes,D,138,480884,28.7,23.9,33.5,2.4
Washington,53,2002,2002,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,59,480884,12.3,9.3,15.8,1.6
Washington,53,2002,2002,Male,M,45-54 years,45-54,Drug-Induced Causes,D,129,445902,28.9,23.9,33.9,2.5
Washington,53,2002,2002,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,122,445902,27.4,22.5,32.2,2.5
Washington,53,2002,2002,Male,M,55-64 years,55-64,Drug-Induced Causes,D,35,280030,12.5,8.7,17.4,2.1
Washington,53,2002,2002,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,102,280030,36.4,29.4,43.5,3.6
Washington,53,2002,2002,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,81,160719,50.4,40,62.6,5.6
Washington,53,2002,2002,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,27,101657,26.6,17.5,38.6,5.1
Washington,53,2003,2003,Female,F,15-24 years,15-24,Drug-Induced Causes,D,15,425971,Unreliable,2,5.8,0.9
Washington,53,2003,2003,Female,F,25-34 years,25-34,Drug-Induced Causes,D,44,408885,10.8,7.8,14.4,1.6
Washington,53,2003,2003,Female,F,35-44 years,35-44,Drug-Induced Causes,D,91,0,0.0,0,0,0
Washington,53,2003,2003,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,37,0,0.0,0,0,0
Washington,53,2003,2003,Female,F,45-54 years,45-54,Drug-Induced Causes,D,89,0,0.0,0,0,0
Washington,53,2003,2003,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,55,0,0.0,0,0,0
Washington,53,2003,2003,Female,F,55-64 years,55-64,Drug-Induced Causes,D,29,0,0.0,0,0,0
Washington,53,2003,2003,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,47,0,0.0,0,0,0
Washington,53,2003,2003,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,27,0,0.0,0,0,0
Washington,53,2003,2003,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,23,145807,15.8,10,23.7,3.3
Washington,53,2003,2003,Male,M,15-24 years,15-24,Drug-Induced Causes,D,39,0,0.0,0,0,0
Washington,53,2003,2003,Male,M,25-34 years,25-34,Drug-Induced Causes,D,82,0,0.0,0,0,0
Washington,53,2003,2003,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,11,424729,Unreliable,1.3,4.6,0.8
Washington,53,2003,2003,Male,M,35-44 years,35-44,Drug-Induced Causes,D,131,473258,27.7,22.9,32.4,2.4
Washington,53,2003,2003,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,55,473258,11.6,8.8,15.1,1.6
Washington,53,2003,2003,Male,M,45-54 years,45-54,Drug-Induced Causes,D,153,454529,33.7,28.3,39,2.7
Washington,53,2003,2003,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,131,0,0.0,0,0,0
Washington,53,2003,2003,Male,M,55-64 years,55-64,Drug-Induced Causes,D,42,0,0.0,0,0,0
Washington,53,2003,2003,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,122,0,0.0,0,0,0
Washington,53,2003,2003,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,66,164298,40.2,31.1,51.1,4.9
Washington,53,2003,2003,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,41,0,0.0,0,0,0
Washington,53,2004,2004,Female,F,15-24 years,15-24,Drug-Induced Causes,D,19,0,Unreliable,0,0,0
Washington,53,2004,2004,Female,F,25-34 years,25-34,Drug-Induced Causes,D,41,0,0.0,0,0,0
Washington,53,2004,2004,Female,F,35-44 years,35-44,Drug-Induced Causes,D,102,0,0.0,0,0,0
Washington,53,2004,2004,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,21,0,0.0,0,0,0
Washington,53,2004,2004,Female,F,45-54 years,45-54,Drug-Induced Causes,D,117,469647,24.9,20.4,29.4,2.3
Washington,53,2004,2004,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,63,469647,13.4,10.3,17.2,1.7
Washington,53,2004,2004,Female,F,55-64 years,55-64,Drug-Induced Causes,D,37,0,0.0,0,0,0
Washington,53,2004,2004,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,53,322235,16.4,12.3,21.5,2.3
Washington,53,2004,2004,Female,F,65-74 years,65-74,Drug-Induced Causes,D,10,186506,Unreliable,2.6,9.9,1.7
Washington,53,2004,2004,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,26,186506,13.9,9.1,20.4,2.7
Washington,53,2004,2004,Female,F,75-84 years,75-84,Drug-Induced Causes,D,10,0,Unreliable,0,0,0
Washington,53,2004,2004,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,17,0,Unreliable,0,0,0
Washington,53,2004,2004,Male,M,15-24 years,15-24,Drug-Induced Causes,D,41,0,0.0,0,0,0
Washington,53,2004,2004,Male,M,25-34 years,25-34,Drug-Induced Causes,D,68,423083,16.1,12.5,20.4,1.9
Washington,53,2004,2004,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,15,423083,Unreliable,2,5.8,0.9
Washington,53,2004,2004,Male,M,35-44 years,35-44,Drug-Induced Causes,D,155,470939,32.9,27.7,38.1,2.6
Washington,53,2004,2004,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,57,470939,12.1,9.2,15.7,1.6
Washington,53,2004,2004,Male,M,45-54 years,45-54,Drug-Induced Causes,D,186,0,0.0,0,0,0
Washington,53,2004,2004,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,132,462693,28.5,23.7,33.4,2.5
Washington,53,2004,2004,Male,M,55-64 years,55-64,Drug-Induced Causes,D,61,0,0.0,0,0,0
Washington,53,2004,2004,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,126,0,0.0,0,0,0
Washington,53,2004,2004,Male,M,65-74 years,65-74,Drug-Induced Causes,D,18,168605,Unreliable,6.3,16.9,2.5
Washington,53,2004,2004,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,65,168605,38.6,29.8,49.1,4.8
