State,State Code,Year,Year Code,Drug/Alcohol Induced Causes,Drug/Alcohol Induced Causes Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
Pennsylvania,42,2007,2007,Alcohol-Induced Causes,A,548,12563937,4.4,4,4.7,0.2
Pennsylvania,42,2007,2007,Total,,2360,12563937,18.8,18,19.5,0.4
Pennsylvania,42,2008,2008,Drug-Induced Causes,D,1898,12612285,15,14.4,15.7,0.3
Pennsylvania,42,2008,2008,Alcohol-Induced Causes,A,631,12612285,5,4.6,5.4,0.2
Pennsylvania,42,2008,2008,Total,,2529,12612285,20.1,19.3,20.8,0.4
Pennsylvania,42,2009,2009,Drug-Induced Causes,D,1983,12666858,15.7,15,16.3,0.4
Pennsylvania,42,2009,2009,Alcohol-Induced Causes,A,695,12666858,5.5,5.1,5.9,0.2
Pennsylvania,42,2009,2009,Total,,2678,12666858,21.1,20.3,21.9,0.4
Pennsylvania,42,2010,2010,Drug-Induced Causes,D,1980,12702379,15.6,14.9,16.3,0.4
Pennsylvania,42,2010,2010,Alcohol-Induced Causes,A,728,12702379,5.7,5.3,6.1,0.2
Pennsylvania,42,2010,2010,Total,,2708,12702379,21.3,20.5,22.1,0.4
Pennsylvania,42,2011,2011,Drug-Induced Causes,D,2342,12742886,18.4,17.6,19.1,0.4
Pennsylvania,42,2011,2011,Alcohol-Induced Causes,A,752,12742886,5.9,5.5,6.3,0.2
Pennsylvania,42,2011,2011,Total,,3094,12742886,24.3,23.4,25.1,0.4
Pennsylvania,42,2012,2012,Drug-Induced Causes,D,2459,12763536,19.3,18.5,20,0.4
Pennsylvania,42,2012,2012,Alcohol-Induced Causes,A,774,12763536,6.1,5.6,6.5,0.2
Pennsylvania,42,2012,2012,Total,,3233,12763536,25.3,24.5,26.2,0.4
Pennsylvania,42,2013,2013,Drug-Induced Causes,D,2525,12773801,19.8,19,20.5,0.4
Pennsylvania,42,2013,2013,Alcohol-Induced Causes,A,790,12773801,6.2,5.8,6.6,0.2
Pennsylvania,42,2013,2013,Total,,3315,12773801,26,25.1,26.8,0.5
Pennsylvania,42,2014,2014,Drug-Induced Causes,D,2829,12787209,22.1,21.3,22.9,0.4
Pennsylvania,42,2014,2014,Alcohol-Induced Causes,A,833,12787209,6.5,6.1,7,0.2
Pennsylvania,42,2014,2014,Total,,3662,12787209,28.6,27.7,29.6,0.5
Pennsylvania,42,2015,2015,Drug-Induced Causes,D,3376,12802503,26.4,25.5,27.3,0.5
Pennsylvania,42,2015,2015,Alcohol-Induced Causes,A,879,12802503,6.9,6.4,7.3,0.2
Pennsylvania,42,2015,2015,Total,,4255,12802503,33.2,32.2,34.2,0.5
Pennsylvania,42,,,Total,,42732,213336433,20,19.8,20.2,0.1
Rhode Island,44,1999,1999,Drug-Induced Causes,D,61,1040402,5.9,4.5,7.5,0.8
Rhode Island,44,1999,1999,Alcohol-Induced Causes,A,70,1040402,6.7,5.2,8.5,0.8
Rhode Island,44,1999,1999,Total,,131,1040402,12.6,10.4,14.7,1.1
Rhode Island,44,2000,2000,Drug-Induced Causes,D,76,1048319,7.2,5.7,9.1,0.8
Rhode Island,44,2000,2000,Alcohol-Induced Causes,A,77,1048319,7.3,5.8,9.2,0.8
Rhode Island,44,2000,2000,Total,,153,1048319,14.6,12.3,16.9,1.2
Rhode Island,44,2001,2001,Drug-Induced Causes,D,116,1057142,11,9,13,1
Rhode Island,44,2001,2001,Alcohol-Induced Causes,A,63,1057142,6,4.6,7.6,0.8
Rhode Island,44,2001,2001,Total,,179,1057142,16.9,14.5,19.4,1.3
Rhode Island,44,2002,2002,Drug-Induced Causes,D,112,1065995,10.5,8.6,12.5,1
Rhode Island,44,2002,2002,Alcohol-Induced Causes,A,74,1065995,6.9,5.5,8.7,0.8
Rhode Island,44,2002,2002,Total,,186,1065995,17.4,14.9,20,1.3
Rhode Island,44,2003,2003,Drug-Induced Causes,D,157,1071342,14.7,12.4,16.9,1.2
Rhode Island,44,2003,2003,Alcohol-Induced Causes,A,65,1071342,6.1,4.7,7.7,0.8
Rhode Island,44,2003,2003,Total,,222,1071342,20.7,18,23.4,1.4
Rhode Island,44,2004,2004,Drug-Induced Causes,D,109,1074579,10.1,8.2,12,1
Rhode Island,44,2004,2004,Alcohol-Induced Causes,A,83,1074579,7.7,6.2,9.6,0.8
Rhode Island,44,2004,2004,Total,,192,1074579,17.9,15.3,20.4,1.3
Rhode Island,44,2005,2005,Drug-Induced Causes,D,163,1067916,15.3,12.9,17.6,1.2
Rhode Island,44,2005,2005,Alcohol-Induced Causes,A,56,1067916,5.2,4,6.8,0.7
Rhode Island,44,2005,2005,Total,,219,1067916,20.5,17.8,23.2,1.4
Rhode Island,44,2006,2006,Drug-Induced Causes,D,179,1063096,16.8,14.4,19.3,1.3
Rhode Island,44,2006,2006,Alcohol-Induced Causes,A,95,1063096,8.9,7.2,10.9,0.9
Rhode Island,44,2006,2006,Total,,274,1063096,25.8,22.7,28.8,1.6
Rhode Island,44,2007,2007,Drug-Induced Causes,D,142,1057315,13.4,11.2,15.6,1.1
Rhode Island,44,2007,2007,Alcohol-Induced Causes,A,93,1057315,8.8,7.1,10.8,0.9
Rhode Island,44,2007,2007,Total,,235,1057315,22.2,19.4,25.1,1.4
Rhode Island,44,2008,2008,Drug-Induced Causes,D,193,1055003,18.3,15.7,20.9,1.3
Rhode Island,44,2008,2008,Alcohol-Induced Causes,A,86,1055003,8.2,6.5,10.1,0.9
Rhode Island,44,2008,2008,Total,,279,1055003,26.4,23.3,29.5,1.6
Rhode Island,44,2009,2009,Drug-Induced Causes,D,168,1053646,15.9,13.5,18.4,1.2
Rhode Island,44,2009,2009,Alcohol-Induced Causes,A,89,1053646,8.4,6.8,10.4,0.9
Rhode Island,44,2009,2009,Total,,257,1053646,24.4,21.4,27.4,1.5
Rhode Island,44,2010,2010,Drug-Induced Causes,D,176,1052567,16.7,14.3,19.2,1.3
Rhode Island,44,2010,2010,Alcohol-Induced Causes,A,102,1052567,9.7,7.8,11.6,1
Rhode Island,44,2010,2010,Total,,278,1052567,26.4,23.3,29.5,1.6
Rhode Island,44,2011,2011,Drug-Induced Causes,D,193,1051302,18.4,15.8,20.9,1.3
Rhode Island,44,2011,2011,Alcohol-Induced Causes,A,130,1051302,12.4,10.2,14.5,1.1
Rhode Island,44,2011,2011,Total,,323,1051302,30.7,27.4,34.1,1.7
Rhode Island,44,2012,2012,Drug-Induced Causes,D,201,1050292,19.1,16.5,21.8,1.3
Rhode Island,44,2012,2012,Alcohol-Induced Causes,A,135,1050292,12.9,10.7,15,1.1
Rhode Island,44,2012,2012,Total,,336,1050292,32,28.6,35.4,1.7
Rhode Island,44,2013,2013,Drug-Induced Causes,D,252,1051511,24,21,26.9,1.5
Rhode Island,44,2013,2013,Alcohol-Induced Causes,A,120,1051511,11.4,9.4,13.5,1
Rhode Island,44,2013,2013,Total,,372,1051511,35.4,31.8,39,1.8
Rhode Island,44,2014,2014,Drug-Induced Causes,D,253,1055173,24,21,26.9,1.5
Rhode Island,44,2014,2014,Alcohol-Induced Causes,A,133,1055173,12.6,10.5,14.7,1.1
Rhode Island,44,2014,2014,Total,,386,1055173,36.6,32.9,40.2,1.9
Rhode Island,44,2015,2015,Drug-Induced Causes,D,318,1056298,30.1,26.8,33.4,1.7
Rhode Island,44,2015,2015,Alcohol-Induced Causes,A,146,1056298,13.8,11.6,16.1,1.1
Rhode Island,44,2015,2015,Total,,464,1056298,43.9,39.9,47.9,2
Rhode Island,44,,,Total,,4486,17971898,25,24.2,25.7,0.4
South Carolina,45,1999,1999,Drug-Induced Causes,D,168,3974682,4.2,3.6,4.9,0.3
South Carolina,45,1999,1999,Alcohol-Induced Causes,A,428,3974682,10.8,9.7,11.8,0.5
South Carolina,45,1999,1999,Total,,596,3974682,15,13.8,16.2,0.6
South Carolina,45,2000,2000,Drug-Induced Causes,D,289,4012012,7.2,6.4,8,0.4
South Carolina,45,2000,2000,Alcohol-Induced Causes,A,461,4012012,11.5,10.4,12.5,0.5
South Carolina,45,2000,2000,Total,,750,4012012,18.7,17.4,20,0.7
South Carolina,45,2001,2001,Drug-Induced Causes,D,265,4064995,6.5,5.7,7.3,0.4
South Carolina,45,2001,2001,Alcohol-Induced Causes,A,338,4064995,8.3,7.4,9.2,0.5
South Carolina,45,2001,2001,Total,,603,4064995,14.8,13.6,16,0.6
South Carolina,45,2002,2002,Drug-Induced Causes,D,238,4107795,5.8,5.1,6.5,0.4
South Carolina,45,2002,2002,Alcohol-Induced Causes,A,293,4107795,7.1,6.3,7.9,0.4
South Carolina,45,2002,2002,Total,,531,4107795,12.9,11.8,14,0.6
South Carolina,45,2003,2003,Drug-Induced Causes,D,310,4150297,7.5,6.6,8.3,0.4
South Carolina,45,2003,2003,Alcohol-Induced Causes,A,352,4150297,8.5,7.6,9.4,0.5
South Carolina,45,2003,2003,Total,,662,4150297,16,14.7,17.2,0.6
South Carolina,45,2004,2004,Drug-Induced Causes,D,383,4210921,9.1,8.2,10,0.5
South Carolina,45,2004,2004,Alcohol-Induced Causes,A,423,4210921,10,9.1,11,0.5
South Carolina,45,2004,2004,Total,,806,4210921,19.1,17.8,20.5,0.7
South Carolina,45,2005,2005,Drug-Induced Causes,D,486,4270150,11.4,10.4,12.4,0.5
South Carolina,45,2005,2005,Alcohol-Induced Causes,A,378,4270150,8.9,8,9.7,0.5
South Carolina,45,2005,2005,Total,,864,4270150,20.2,18.9,21.6,0.7
South Carolina,45,2006,2006,Drug-Induced Causes,D,641,4357847,14.7,13.6,15.8,0.6
South Carolina,45,2006,2006,Alcohol-Induced Causes,A,351,4357847,8.1,7.2,8.9,0.4
South Carolina,45,2006,2006,Total,,992,4357847,22.8,21.3,24.2,0.7
South Carolina,45,2007,2007,Drug-Induced Causes,D,584,4444110,13.1,12.1,14.2,0.5
South Carolina,45,2007,2007,Alcohol-Induced Causes,A,363,4444110,8.2,7.3,9,0.4
South Carolina,45,2007,2007,Total,,947,4444110,21.3,20,22.7,0.7
South Carolina,45,2008,2008,Drug-Induced Causes,D,588,4528996,13,11.9,14,0.5
South Carolina,45,2008,2008,Alcohol-Induced Causes,A,325,4528996,7.2,6.4,8,0.4
South Carolina,45,2008,2008,Total,,913,4528996,20.2,18.9,21.5,0.7
South Carolina,45,2009,2009,Drug-Induced Causes,D,631,4589872,13.7,12.7,14.8,0.5
South Carolina,45,2009,2009,Alcohol-Induced Causes,A,391,4589872,8.5,7.7,9.4,0.4
South Carolina,45,2009,2009,Total,,1022,4589872,22.3,20.9,23.6,0.7
South Carolina,45,2010,2010,Drug-Induced Causes,D,697,4625364,15.1,14,16.2,0.6
South Carolina,45,2010,2010,Alcohol-Induced Causes,A,394,4625364,8.5,7.7,9.4,0.4
South Carolina,45,2010,2010,Total,,1091,4625364,23.6,22.2,25,0.7
South Carolina,45,2011,2011,Drug-Induced Causes,D,641,4679230,13.7,12.6,14.8,0.5
South Carolina,45,2011,2011,Alcohol-Induced Causes,A,404,4679230,8.6,7.8,9.5,0.4
South Carolina,45,2011,2011,Total,,1045,4679230,22.3,21,23.7,0.7
South Carolina,45,2012,2012,Drug-Induced Causes,D,611,4723723,12.9,11.9,14,0.5
South Carolina,45,2012,2012,Alcohol-Induced Causes,A,419,4723723,8.9,8,9.7,0.4
South Carolina,45,2012,2012,Total,,1030,4723723,21.8,20.5,23.1,0.7
South Carolina,45,2013,2013,Drug-Induced Causes,D,648,4774839,13.6,12.5,14.6,0.5
South Carolina,45,2013,2013,Alcohol-Induced Causes,A,416,4774839,8.7,7.9,9.5,0.4
South Carolina,45,2013,2013,Total,,1064,4774839,22.3,20.9,23.6,0.7
South Carolina,45,2014,2014,Drug-Induced Causes,D,726,4832482,15,13.9,16.1,0.6
South Carolina,45,2014,2014,Alcohol-Induced Causes,A,442,4832482,9.1,8.3,10,0.4
South Carolina,45,2014,2014,Total,,1168,4832482,24.2,22.8,25.6,0.7
South Carolina,45,2015,2015,Drug-Induced Causes,D,793,4896146,16.2,15.1,17.3,0.6
South Carolina,45,2015,2015,Alcohol-Induced Causes,A,495,4896146,10.1,9.2,11,0.5
South Carolina,45,2015,2015,Total,,1288,4896146,26.3,24.9,27.7,0.7
South Carolina,45,,,Total,,15372,75243461,20.4,20.1,20.8,0.2
South Dakota,46,1999,1999,Drug-Induced Causes,D,20,750412,2.7,1.6,4.1,0.6
South Dakota,46,1999,1999,Alcohol-Induced Causes,A,80,750412,10.7,8.5,13.3,1.2
South Dakota,46,1999,1999,Total,,100,750412,13.3,10.7,15.9,1.3
South Dakota,46,2000,2000,Drug-Induced Causes,D,25,754844,3.3,2.1,4.9,0.7
South Dakota,46,2000,2000,Alcohol-Induced Causes,A,69,754844,9.1,7.1,11.6,1.1
South Dakota,46,2000,2000,Total,,94,754844,12.5,10.1,15.2,1.3
South Dakota,46,2001,2001,Drug-Induced Causes,D,25,757972,3.3,2.1,4.9,0.7
South Dakota,46,2001,2001,Alcohol-Induced Causes,A,74,757972,9.8,7.7,12.3,1.1
South Dakota,46,2001,2001,Total,,99,757972,13.1,10.6,15.9,1.3
South Dakota,46,2002,2002,Drug-Induced Causes,D,24,760020,3.2,2,4.7,0.6
South Dakota,46,2002,2002,Alcohol-Induced Causes,A,55,760020,7.2,5.5,9.4,1
South Dakota,46,2002,2002,Total,,79,760020,10.4,8.2,13,1.2
South Dakota,46,2003,2003,Drug-Induced Causes,D,25,763729,3.3,2.1,4.8,0.7
South Dakota,46,2003,2003,Alcohol-Induced Causes,A,70,763729,9.2,7.1,11.6,1.1
South Dakota,46,2003,2003,Total,,95,763729,12.4,10.1,15.2,1.3
South Dakota,46,2004,2004,Drug-Induced Causes,D,51,770396,6.6,4.9,8.7,0.9
South Dakota,46,2004,2004,Alcohol-Induced Causes,A,101,770396,13.1,10.6,15.7,1.3
South Dakota,46,2004,2004,Total,,152,770396,19.7,16.6,22.9,1.6
South Dakota,46,2005,2005,Drug-Induced Causes,D,47,775493,6.1,4.5,8.1,0.9
South Dakota,46,2005,2005,Alcohol-Induced Causes,A,87,775493,11.2,9,13.8,1.2
South Dakota,46,2005,2005,Total,,134,775493,17.3,14.4,20.2,1.5
South Dakota,46,2006,2006,Drug-Induced Causes,D,43,783033,5.5,4,7.4,0.8
South Dakota,46,2006,2006,Alcohol-Induced Causes,A,98,783033,12.5,10.2,15.3,1.3
South Dakota,46,2006,2006,Total,,141,783033,18,15,21,1.5
South Dakota,46,2007,2007,Drug-Induced Causes,D,34,791623,4.3,3,6,0.7
South Dakota,46,2007,2007,Alcohol-Induced Causes,A,81,791623,10.2,8.1,12.7,1.1
South Dakota,46,2007,2007,Total,,115,791623,14.5,11.9,17.2,1.4
South Dakota,46,2008,2008,Drug-Induced Causes,D,57,799124,7.1,5.4,9.2,0.9
South Dakota,46,2008,2008,Alcohol-Induced Causes,A,103,799124,12.9,10.4,15.4,1.3
South Dakota,46,2008,2008,Total,,160,799124,20,16.9,23.1,1.6
South Dakota,46,2009,2009,Drug-Induced Causes,D,51,807067,6.3,4.7,8.3,0.9
South Dakota,46,2009,2009,Alcohol-Induced Causes,A,84,807067,10.4,8.3,12.9,1.1
South Dakota,46,2009,2009,Total,,135,807067,16.7,13.9,19.5,1.4
South Dakota,46,2010,2010,Drug-Induced Causes,D,48,814180,5.9,4.3,7.8,0.9
South Dakota,46,2010,2010,Alcohol-Induced Causes,A,89,814180,10.9,8.8,13.5,1.2
South Dakota,46,2010,2010,Total,,137,814180,16.8,14,19.6,1.4
South Dakota,46,2011,2011,Drug-Induced Causes,D,60,824082,7.3,5.6,9.4,0.9
South Dakota,46,2011,2011,Alcohol-Induced Causes,A,120,824082,14.6,12,17.2,1.3
South Dakota,46,2011,2011,Total,,180,824082,21.8,18.7,25,1.6
South Dakota,46,2012,2012,Drug-Induced Causes,D,45,833354,5.4,3.9,7.2,0.8
South Dakota,46,2012,2012,Alcohol-Induced Causes,A,139,833354,16.7,13.9,19.5,1.4
South Dakota,46,2012,2012,Total,,184,833354,22.1,18.9,25.3,1.6
South Dakota,46,2013,2013,Drug-Induced Causes,D,57,844877,6.7,5.1,8.7,0.9
South Dakota,46,2013,2013,Alcohol-Induced Causes,A,123,844877,14.6,12,17.1,1.3
South Dakota,46,2013,2013,Total,,180,844877,21.3,18.2,24.4,1.6
South Dakota,46,2014,2014,Drug-Induced Causes,D,70,853175,8.2,6.4,10.4,1
South Dakota,46,2014,2014,Alcohol-Induced Causes,A,145,853175,17,14.2,19.8,1.4
South Dakota,46,2014,2014,Total,,215,853175,25.2,21.8,28.6,1.7
South Dakota,46,2015,2015,Drug-Induced Causes,D,72,858469,8.4,6.6,10.6,1
South Dakota,46,2015,2015,Alcohol-Induced Causes,A,152,858469,17.7,14.9,20.5,1.4
South Dakota,46,2015,2015,Total,,224,858469,26.1,22.7,29.5,1.7
South Dakota,46,,,Total,,2424,13541850,17.9,17.2,18.6,0.4
Tennessee,47,1999,1999,Drug-Induced Causes,D,374,5638706,6.6,6,7.3,0.3
Tennessee,47,1999,1999,Alcohol-Induced Causes,A,395,5638706,7,6.3,7.7,0.4
Tennessee,47,1999,1999,Total,,769,5638706,13.6,12.7,14.6,0.5
Tennessee,47,2000,2000,Drug-Induced Causes,D,426,5689283,7.5,6.8,8.2,0.4
Tennessee,47,2000,2000,Alcohol-Induced Causes,A,389,5689283,6.8,6.2,7.5,0.3
Tennessee,47,2000,2000,Total,,815,5689283,14.3,13.3,15.3,0.5
Tennessee,47,2001,2001,Drug-Induced Causes,D,469,5750789,8.2,7.4,8.9,0.4
Tennessee,47,2001,2001,Alcohol-Induced Causes,A,409,5750789,7.1,6.4,7.8,0.4
Tennessee,47,2001,2001,Total,,878,5750789,15.3,14.3,16.3,0.5
Tennessee,47,2002,2002,Drug-Induced Causes,D,524,5795918,9,8.3,9.8,0.4
Tennessee,47,2002,2002,Alcohol-Induced Causes,A,395,5795918,6.8,6.1,7.5,0.3
Tennessee,47,2002,2002,Total,,919,5795918,15.9,14.8,16.9,0.5
Tennessee,47,2003,2003,Drug-Induced Causes,D,713,5847812,12.2,11.3,13.1,0.5
Tennessee,47,2003,2003,Alcohol-Induced Causes,A,479,5847812,8.2,7.5,8.9,0.4
Tennessee,47,2003,2003,Total,,1192,5847812,20.4,19.2,21.5,0.6
Tennessee,47,2004,2004,Drug-Induced Causes,D,822,5910809,13.9,13,14.9,0.5
Tennessee,47,2004,2004,Alcohol-Induced Causes,A,461,5910809,7.8,7.1,8.5,0.4
Tennessee,47,2004,2004,Total,,1283,5910809,21.7,20.5,22.9,0.6
Tennessee,47,2005,2005,Drug-Induced Causes,D,936,5991057,15.6,14.6,16.6,0.5
Tennessee,47,2005,2005,Alcohol-Induced Causes,A,451,5991057,7.5,6.8,8.2,0.4
Tennessee,47,2005,2005,Total,,1387,5991057,23.2,21.9,24.4,0.6
Tennessee,47,2006,2006,Drug-Induced Causes,D,1030,6088766,16.9,15.9,17.9,0.5
Tennessee,47,2006,2006,Alcohol-Induced Causes,A,485,6088766,8,7.3,8.7,0.4
Tennessee,47,2006,2006,Total,,1515,6088766,24.9,23.6,26.1,0.6
Tennessee,47,2007,2007,Drug-Induced Causes,D,1035,6175727,16.8,15.7,17.8,0.5
Tennessee,47,2007,2007,Alcohol-Induced Causes,A,481,6175727,7.8,7.1,8.5,0.4
Tennessee,47,2007,2007,Total,,1516,6175727,24.5,23.3,25.8,0.6
Tennessee,47,2008,2008,Drug-Induced Causes,D,977,6247411,15.6,14.7,16.6,0.5
Tennessee,47,2008,2008,Alcohol-Induced Causes,A,458,6247411,7.3,6.7,8,0.3
Tennessee,47,2008,2008,Total,,1435,6247411,23,21.8,24.2,0.6
Tennessee,47,2009,2009,Drug-Induced Causes,D,1000,6306019,15.9,14.9,16.8,0.5
Tennessee,47,2009,2009,Alcohol-Induced Causes,A,514,6306019,8.2,7.4,8.9,0.4
Tennessee,47,2009,2009,Total,,1514,6306019,24,22.8,25.2,0.6
Tennessee,47,2010,2010,Drug-Induced Causes,D,1132,6346105,17.8,16.8,18.9,0.5
Tennessee,47,2010,2010,Alcohol-Induced Causes,A,542,6346105,8.5,7.8,9.3,0.4
Tennessee,47,2010,2010,Total,,1674,6346105,26.4,25.1,27.6,0.6
Tennessee,47,2011,2011,Drug-Induced Causes,D,1123,6403353,17.5,16.5,18.6,0.5
Tennessee,47,2011,2011,Alcohol-Induced Causes,A,550,6403353,8.6,7.9,9.3,0.4
Tennessee,47,2011,2011,Total,,1673,6403353,26.1,24.9,27.4,0.6
Tennessee,47,2012,2012,Drug-Induced Causes,D,1221,6456243,18.9,17.9,20,0.5
Tennessee,47,2012,2012,Alcohol-Induced Causes,A,608,6456243,9.4,8.7,10.2,0.4
Tennessee,47,2012,2012,Total,,1829,6456243,28.3,27,29.6,0.7
Tennessee,47,2013,2013,Drug-Induced Causes,D,1284,6495978,19.8,18.7,20.8,0.6
Tennessee,47,2013,2013,Alcohol-Induced Causes,A,618,6495978,9.5,8.8,10.3,0.4
Tennessee,47,2013,2013,Total,,1902,6495978,29.3,28,30.6,0.7
Tennessee,47,2014,2014,Drug-Induced Causes,D,1330,6549352,20.3,19.2,21.4,0.6
Tennessee,47,2014,2014,Alcohol-Induced Causes,A,640,6549352,9.8,9,10.5,0.4
Tennessee,47,2014,2014,Total,,1970,6549352,30.1,28.8,31.4,0.7
Tennessee,47,2015,2015,Drug-Induced Causes,D,1546,6600299,23.4,22.3,24.6,0.6
Tennessee,47,2015,2015,Alcohol-Induced Causes,A,637,6600299,9.7,8.9,10.4,0.4
Tennessee,47,2015,2015,Total,,2183,6600299,33.1,31.7,34.5,0.7
Tennessee,47,,,Total,,24454,104293627,23.4,23.2,23.7,0.1
Texas,48,1999,1999,Drug-Induced Causes,D,1250,20558220,6.1,5.7,6.4,0.2
Texas,48,1999,1999,Alcohol-Induced Causes,A,1180,20558220,5.7,5.4,6.1,0.2
Texas,48,1999,1999,Total,,2430,20558220,11.8,11.4,12.3,0.2
Texas,48,2000,2000,Drug-Induced Causes,D,1211,20851820,5.8,5.5,6.1,0.2
Texas,48,2000,2000,Alcohol-Induced Causes,A,1191,20851820,5.7,5.4,6,0.2
Texas,48,2000,2000,Total,,2402,20851820,11.5,11.1,12,0.2
Texas,48,2001,2001,Drug-Induced Causes,D,1522,21319622,7.1,6.8,7.5,0.2
Texas,48,2001,2001,Alcohol-Induced Causes,A,1219,21319622,5.7,5.4,6,0.2
Texas,48,2001,2001,Total,,2741,21319622,12.9,12.4,13.3,0.2
Texas,48,2002,2002,Drug-Induced Causes,D,1780,21690325,8.2,7.8,8.6,0.2
Texas,48,2002,2002,Alcohol-Induced Causes,A,1245,21690325,5.7,5.4,6.1,0.2
Texas,48,2002,2002,Total,,3025,21690325,13.9,13.4,14.4,0.3
Texas,48,2003,2003,Drug-Induced Causes,D,1985,22030931,9,8.6,9.4,0.2
Texas,48,2003,2003,Alcohol-Induced Causes,A,1168,22030931,5.3,5,5.6,0.2
Texas,48,2003,2003,Total,,3153,22030931,14.3,13.8,14.8,0.3
Texas,48,2004,2004,Drug-Induced Causes,D,2039,22394023,9.1,8.7,9.5,0.2
Texas,48,2004,2004,Alcohol-Induced Causes,A,1193,22394023,5.3,5,5.6,0.2
Texas,48,2004,2004,Total,,3232,22394023,14.4,13.9,14.9,0.3
Texas,48,2005,2005,Drug-Induced Causes,D,2152,22778123,9.4,9,9.8,0.2
Texas,48,2005,2005,Alcohol-Induced Causes,A,1271,22778123,5.6,5.3,5.9,0.2
Texas,48,2005,2005,Total,,3423,22778123,15,14.5,15.5,0.3
Texas,48,2006,2006,Drug-Induced Causes,D,2452,23359580,10.5,10.1,10.9,0.2
Texas,48,2006,2006,Alcohol-Induced Causes,A,1371,23359580,5.9,5.6,6.2,0.2
Texas,48,2006,2006,Total,,3823,23359580,16.4,15.8,16.9,0.3
Texas,48,2007,2007,Drug-Induced Causes,D,2343,23831983,9.8,9.4,10.2,0.2
Texas,48,2007,2007,Alcohol-Induced Causes,A,1360,23831983,5.7,5.4,6,0.2
Texas,48,2007,2007,Total,,3703,23831983,15.5,15,16,0.3
Texas,48,2008,2008,Drug-Induced Causes,D,2199,24309039,9,8.7,9.4,0.2
Texas,48,2008,2008,Alcohol-Induced Causes,A,1344,24309039,5.5,5.2,5.8,0.2
Texas,48,2008,2008,Total,,3543,24309039,14.6,14.1,15.1,0.2
Texas,48,2009,2009,Drug-Induced Causes,D,2509,24801761,10.1,9.7,10.5,0.2
Texas,48,2009,2009,Alcohol-Induced Causes,A,1413,24801761,5.7,5.4,6,0.2
Texas,48,2009,2009,Total,,3922,24801761,15.8,15.3,16.3,0.3
Texas,48,2010,2010,Drug-Induced Causes,D,2492,25145561,9.9,9.5,10.3,0.2
Texas,48,2010,2010,Alcohol-Induced Causes,A,1579,25145561,6.3,6,6.6,0.2
Texas,48,2010,2010,Total,,4071,25145561,16.2,15.7,16.7,0.3
Texas,48,2011,2011,Drug-Induced Causes,D,2690,25674681,10.5,10.1,10.9,0.2
Texas,48,2011,2011,Alcohol-Induced Causes,A,1596,25674681,6.2,5.9,6.5,0.2
Texas,48,2011,2011,Total,,4286,25674681,16.7,16.2,17.2,0.3
Texas,48,2012,2012,Drug-Induced Causes,D,2546,26059203,9.8,9.4,10.1,0.2
Texas,48,2012,2012,Alcohol-Induced Causes,A,1677,26059203,6.4,6.1,6.7,0.2
Texas,48,2012,2012,Total,,4223,26059203,16.2,15.7,16.7,0.2
Texas,48,2013,2013,Drug-Induced Causes,D,2606,26448193,9.9,9.5,10.2,0.2
Texas,48,2013,2013,Alcohol-Induced Causes,A,1769,26448193,6.7,6.4,7,0.2
Texas,48,2013,2013,Total,,4375,26448193,16.5,16.1,17,0.3
Texas,48,2014,2014,Drug-Induced Causes,D,2727,26956958,10.1,9.7,10.5,0.2
Texas,48,2014,2014,Alcohol-Induced Causes,A,1915,26956958,7.1,6.8,7.4,0.2
Texas,48,2014,2014,Total,,4642,26956958,17.2,16.7,17.7,0.3
Texas,48,2015,2015,Drug-Induced Causes,D,2732,27469114,9.9,9.6,10.3,0.2
Texas,48,2015,2015,Alcohol-Induced Causes,A,2073,27469114,7.5,7.2,7.9,0.2
Texas,48,2015,2015,Total,,4805,27469114,17.5,17,18,0.3
Texas,48,,,Total,,61799,405679137,15.2,15.1,15.4,0.1
Utah,49,1999,1999,Drug-Induced Causes,D,212,2203482,9.6,8.3,10.9,0.7
Utah,49,1999,1999,Alcohol-Induced Causes,A,127,2203482,5.8,4.8,6.8,0.5
Utah,49,1999,1999,Total,,339,2203482,15.4,13.7,17,0.8
Utah,49,2000,2000,Drug-Induced Causes,D,224,2233169,10,8.7,11.3,0.7
Utah,49,2000,2000,Alcohol-Induced Causes,A,113,2233169,5.1,4.1,6,0.5
Utah,49,2000,2000,Total,,337,2233169,15.1,13.5,16.7,0.8
Utah,49,2001,2001,Drug-Induced Causes,D,216,2283715,9.5,8.2,10.7,0.6
Utah,49,2001,2001,Alcohol-Induced Causes,A,115,2283715,5,4.1,6,0.5
Utah,49,2001,2001,Total,,331,2283715,14.5,12.9,16.1,0.8
Utah,49,2002,2002,Drug-Induced Causes,D,300,2324815,12.9,11.4,14.4,0.7
Utah,49,2002,2002,Alcohol-Induced Causes,A,120,2324815,5.2,4.2,6.1,0.5
Utah,49,2002,2002,Total,,420,2324815,18.1,16.3,19.8,0.9
Utah,49,2003,2003,Drug-Induced Causes,D,368,2360137,15.6,14,17.2,0.8
Utah,49,2003,2003,Alcohol-Induced Causes,A,117,2360137,5,4.1,5.9,0.5
Utah,49,2003,2003,Total,,485,2360137,20.5,18.7,22.4,0.9
Utah,49,2004,2004,Drug-Induced Causes,D,411,2401580,17.1,15.5,18.8,0.8
